ID_Intervencion	Fecha	Actor	N_Op	Tipo	Antes	Despues	Justificacion
RPM-2006-09-07:828:1	2006-09-07	Consejo del Banco Central de Chile	1	PUNTUACION	enas de Mesa.⏎Asisten también;⏎Gerente General, 	enas de Mesa.⏎Asisten también:⏎Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2006-09-07:858:1	2006-09-07	Rodrigo Valdés Pulido	1	LETRA_CONFUNDIDA	s que el INE autorizó ai Banco Central de Chil	s que el INE autorizó al Banco Central de Chil	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2007-01-11:1047:4	2007-01-11	Rodrigo Valdés Pulido	1	SIMBOLO_SUELTO	política en el pasado). U Menciona	política en el pasado). Menciona	"Letra mayúscula suelta entre dos oraciones. Es ruido de escaneo: la oración anterior termina en punto y la siguiente empieza con mayúscula y sentido completo, así que la letra no pertenece a ninguna de las dos. Medido: 17 casos en 17 filas, con las letras V, H, L, U, A, M, Y, B. Se revisaron uno por uno; el único que NO es residuo es RPM-2007-01-11:1055:1 (""prolongado. A SU juicio""), donde la A abre la oración legítimamente y el defecto es ""SU"" en mayúscula, que se trata aparte."
RPM-2007-01-11:1055:1	2007-01-11	José De Gregorio Rebeco	1	PALABRA_ERRONEA	prolongado. A SU juicio, en el	prolongado. A su juicio, en el	"La A abre la oración legítimamente (""A su juicio""), así que NO es residuo: el defecto es ""SU"" en mayúscula. Es el único de los 17 casos de letra suelta que no se elimina."
RPM-2007-02-08:1068:1	2007-02-08	Jorge Desormeaux Jiménez	1	LETRA_CONFUNDIDA	 proyecciones del Consesus Forecast o JP Mor	 proyecciones del Consensus Forecast o JP Mor	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-02-08:1068:1	2007-02-08	Jorge Desormeaux Jiménez	2	LETRA_CONFUNDIDA	n de depreciación de! yuan en un 10% 	n de depreciación del yuan en un 10% 	"Signo de exclamación en lugar de la ele final. Medido: 42 apariciones, y todas dan palabra válida al reponer la l: de! 31 (del), coyuntura! 2, a! 2 (al), e! 2 (el), diferencia!, rea!, genera!, anua!, metano!. Se revisaron las nueve formas una por una y los cuatro casos límite (a!, e!) en su contexto: ""sorprendieron en algo a! alza"", ""precisa que e! planteamiento"", ""acceso a! financiamiento"", ""acuerdo sobre e! Mecanismo"". Ninguna es una exclamación real."
RPM-2007-03-15:1107:1	2007-03-15	Igal Magendzo Weinberger	1	LETRA_CONFUNDIDA	 la proyección de Consesus Forecast muestra 	 la proyección de Consensus Forecast muestra 	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-03-15:1107:1	2007-03-15	Igal Magendzo Weinberger	2	ACENTO_INDEBIDO	te. Por otra parte, índica que el precio d	te. Por otra parte, indica que el precio d	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 5140 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2007-03-15:1115:1	2007-03-15	Esteban Jadresic Marinovic	1	LETRA_CONFUNDIDA	tran los gráficos del fiy to quality en los Estado	tran los gráficos del fly to quality en los Estado	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-03-15:1115:1	2007-03-15	Esteban Jadresic Marinovic	2	PALABRA_PARTIDA	 como tampoco a los fundam entos más básicos rel	 como tampoco a los fundamentos más básicos rel	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 224 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-03-15:1115:1	2007-03-15	Esteban Jadresic Marinovic	3	ACENTO_INDEBIDO	e ver con una mayor íncertidumbre, respecto a la 	e ver con una mayor incertidumbre, respecto a la 	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 861 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2007-03-15:1127:1	2007-03-15	Igal Magendzo Weinberger	1	LETRA_CONFUNDIDA	ro y febrero atendido ai período de vacaciones	ro y febrero atendido al período de vacaciones	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2007-06-14:1267:1	2007-06-14	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	mo se había planteado ai inicio de la exposici	mo se había planteado al inicio de la exposici	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2007-06-14:1267:1	2007-06-14	Sergio Lehmann Beresi	2	ACENTO_FALTANTE	ro está más o menos en linea con el spread de lo	ro está más o menos en línea con el spread de lo	Tilde faltante, grupo B3. Se leyeron las 53 apariciones de linea, continua, publica y lineas, y sólo 23 son defecto. «linea»: las 18 son la fórmula «en linea con», siempre el sustantivo, así que van con contexto. «lineas»: las 4 son sustantivo («otras lineas de financiamiento», «algunas lineas manufactureras», «de las lineas vinculadas»). «continua»: de 18 apariciones sólo 2 son el verbo («la actividad económica continua creciendo», «esta parte de la economía continua funcionando»); las otras 16 son el adjetivo continuo/continua y NO se tocan («la continua caída», «la mejora continua», «la convergencia continua y gradual», «la serie no es continua», «de continua colaboración», «de manera continua»). «publica»: las 13 son la tercera persona del verbo publicar («se publica anualmente», «la Reserva Federal no publica su propia», «el INE no los publica», «que publica el Fondo») y ninguna se corrige.
RPM-2007-07-12:1310:1	2007-07-12	Consejo del Banco Central de Chile	1	PUNTUACION	Olivia Recart Asisten también; Gerente General, 	Olivia Recart Asisten también: Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	e ha estado revisando ai alza el crecimiento d	e ha estado revisando al alza el crecimiento d	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	2	LETRA_CONFUNDIDA	 la proyección de Consesus Forecast, de la t	 la proyección de Consensus Forecast, de la t	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	3	LETRA_CONFUNDIDA	 que de acuerdo a Consesus Forecast, éste se	 que de acuerdo a Consensus Forecast, éste se	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	4	LETRA_CONFUNDIDA	 las tasas de interés fiy to quality y un menor re	 las tasas de interés fly to quality y un menor re	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	5	LETRA_CONFUNDIDA	 propósito del efecto fiy to quality, e indica el 	 propósito del efecto fly to quality, e indica el 	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	6	LETRA_CONFUNDIDA	 claridad los efectos fIy to quality y la preocupa	 claridad los efectos fly to quality y la preocupa	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-07-12:1312:1	2007-07-12	Sergio Lehmann Beresi	7	SIMBOLO_SUELTO	presupuestado inicialmente. H El Gerente	presupuestado inicialmente. El Gerente	"Letra mayúscula suelta entre dos oraciones. Es ruido de escaneo: la oración anterior termina en punto y la siguiente empieza con mayúscula y sentido completo, así que la letra no pertenece a ninguna de las dos. Medido: 17 casos en 17 filas, con las letras V, H, L, U, A, M, Y, B. Se revisaron uno por uno; el único que NO es residuo es RPM-2007-01-11:1055:1 (""prolongado. A SU juicio""), donde la A abre la oración legítimamente y el defecto es ""SU"" en mayúscula, que se trata aparte."
RPM-2007-07-12:1321:1	2007-07-12	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	ios gráficos, el efecto fiy to quality sobre Chile s	los gráficos, el efecto fly to quality sobre Chile s	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan. La operación se extendió dos caracteres hacia la izquierda para cubrir además ""ios"" por ""los"" (§12): ambas caen en el mismo tramo y dos operaciones separadas se pisarían, porque el fragmento anterior empezaba justo en la s de ""ios""."
RPM-2007-07-12:1348:1	2007-07-12	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	. Cierta evidencia de fiy to quality en las primas	. Cierta evidencia de fly to quality en las primas	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	 Indica que el efecto fiy to quality, llevó a una 	 Indica que el efecto fly to quality, llevó a una 	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	2	LETRA_CONFUNDIDA	e producto del efecto fiy to quality y turbulencia	e producto del efecto fly to quality y turbulencia	"""fiy""/""fIy"" por ""fly"": la l se leyo como i (o como I). Es el mismo glifo que produce ""ai"" por ""al"", demostrado con 26 casos independientes. Se retira la marca RECONSTRUCCION_AMBIGUA que se había puesto en esta fila: al aparecer la regla de glifo, la ambigüedad se resuelve. Un escáner no convierte ""flight"" en ""fiy"" (sería borrar cuatro letras); sí convierte ""fly"" en ""fiy"". Las 21 apariciones de ""flight to quality"" que hay en el corpus son la otra grafía, correcta, y no se tocan."
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	3	PALABRA_PARTIDA	o, en la demanda de com bustible y eso lo ha lle	o, en la demanda de combustible y eso lo ha lle	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 51 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	4	PALABRA_PARTIDA	rve en las próximas sem anas, probablemente 	rve en las próximas semanas, probablemente 	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 609 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	5	PALABRA_PARTIDA	 Lehmann indica que é ste ha continuado p	 Lehmann indica que éste ha continuado p	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 224 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	6	PALABRA_PARTIDA	ia el alza, pero no so n cambios demasia	ia el alza, pero no son cambios demasia	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 2973 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	7	PALABRA_PARTIDA	 hacia el próximo a U S $ 71. Agrega el	 hacia el próximo a US $ 71. Agrega el	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 685 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	8	PALABRA_PARTIDA	finación en Estados U nidos de América. Por	finación en Estados Unidos de América. Por	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 2781 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2007-08-09:1357:1	2007-08-09	Sergio Lehmann Beresi	9	ACENTO_INDEBIDO	eferirse a precios, índica que la informac	eferirse a precios, indica que la informac	Acento espurio: con esa tilde la palabra no existe en español. Forma correcta atestiguada 5140 veces en el corpus. Detectado por el escáner transversal de acentos y arbitrado uno por uno: se corrigieron sólo los casos en que la forma observada no es palabra en ninguna acepción. Se excluyeron los pares mínimos legítimos (terminó/término, cambió/cambio, dónde/donde, éstos/estos, período/periodo) y las formas que sí existen como verbo o adjetivo (solícita, varías, contraría, complementarías).
RPM-2007-10-11:1475:1	2007-10-11	Sergio Lehmann Beresi	1	LETRA_CONFUNDIDA	rva a octubre que Consesus Forecast informa 	rva a octubre que Consensus Forecast informa 	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-10-11:1475:1	2007-10-11	Sergio Lehmann Beresi	2	LETRA_CONFUNDIDA	nsiderando que el Consesus Forecast tiene ci	nsiderando que el Consensus Forecast tiene ci	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
RPM-2007-10-11:1475:1	2007-10-11	Sergio Lehmann Beresi	3	LETRA_CONFUNDIDA	dió a revertirse en ios últimos días. E	dió a revertirse en los últimos días. E	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2007-11-13:1521:1	2007-11-13	Consejo del Banco Central de Chile	1	PUNTUACION	cart Herrera. Asisten también; Gerente General, 	cart Herrera. Asisten también: Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2007-11-13:1566:1	2007-11-13	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	 similar en lo grueso ai de hace un mes. Agreg	 similar en lo grueso al de hace un mes. Agreg	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2007-11-13:1566:1	2007-11-13	Manuel Marfán Lewis	2	LETRA_CONFUNDIDA	no puntual ligado a ios días trabajados	no puntual ligado a los días trabajados	"""ios"" por ""los"": la l se leyo como i, la misma regla que produce ""ai"" por ""al"" (§12). Medido: 90 apariciones en 88 filas contra 32.215 de ""los"". ""ios"" no es palabra del español. Se comprobo la palabra que precede a las 90 y en todas corresponde un articulo: de 25, en 14, que 12, a 9, para 5, todos 3, con 2, y 2, por 2, y el resto tras cuando, durante, analizan, septiembre, o una comilla de apertura."
RPM-2008-01-10:1629:1	2008-01-10	Pablo García Silva	1	SIMBOLO_SUELTO	principales zonas económicas. M Frente	principales zonas económicas. Frente	"Letra mayúscula suelta entre dos oraciones. Es ruido de escaneo: la oración anterior termina en punto y la siguiente empieza con mayúscula y sentido completo, así que la letra no pertenece a ninguna de las dos. Medido: 17 casos en 17 filas, con las letras V, H, L, U, A, M, Y, B. Se revisaron uno por uno; el único que NO es residuo es RPM-2007-01-11:1055:1 (""prolongado. A SU juicio""), donde la A abre la oración legítimamente y el defecto es ""SU"" en mayúscula, que se trata aparte."
RPM-2008-02-07:1643:1	2008-02-07	Consejo del Banco Central de Chile	1	PUNTUACION	cart Herrera. Asisten también; Gerente General, 	cart Herrera. Asisten también: Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2008-03-13:1687:1	2008-03-13	Consejo del Banco Central de Chile	1	PUNTUACION	lasco Brañes. Asisten también; Gerente General, 	lasco Brañes. Asisten también: Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2008-05-08:1786:1	2008-05-08	Consejo del Banco Central de Chile	1	PUNTUACION	cart Herrera. Asisten también; Gerente General, 	cart Herrera. Asisten también: Gerente General, 	"Punto y coma por dos puntos. Medido: ""Asisten también:"" aparece 93 veces y ""Asisten también;"" 7. La formula introduce una lista, así que corresponde dos puntos."
RPM-2008-05-08:1847:1	2008-05-08	Jorge Desormeaux Jiménez	1	SIMBOLO_SUELTO	una dirección u otra. U U) Menciona	una dirección u otra. Menciona	"Dos residuos seguidos, ""U"" y ""U)"": la regla general de letra suelta solo quitaria el primero y dejaria ""U) Menciona"". Se eliminan los dos en una sola operacion porque son adyacentes y forman un unico bloque de ruido entre las dos oraciones."
RPM-2008-11-13:2129:2	2008-11-13	Sergio Lehmann Beresi	1	SIMBOLO_SUELTO	movimientos de capitales. U Respecto	movimientos de capitales. Respecto	"Letra mayúscula suelta entre dos oraciones. Es ruido de escaneo: la oración anterior termina en punto y la siguiente empieza con mayúscula y sentido completo, así que la letra no pertenece a ninguna de las dos. Medido: 17 casos en 17 filas, con las letras V, H, L, U, A, M, Y, B. Se revisaron uno por uno; el único que NO es residuo es RPM-2007-01-11:1055:1 (""prolongado. A SU juicio""), donde la A abre la oración legítimamente y el defecto es ""SU"" en mayúscula, que se trata aparte."
RPM-2009-07-09:2638:1	2009-07-09	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	ontraria. Agrega que, ai respecto, la consulta	ontraria. Agrega que, al respecto, la consulta	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2009-12-15:2805:1	2009-12-15	Sergio Lehmann Beresi	1	SIMBOLO_SUELTO	durante el 2010. A El señor Lehmann	durante el 2010. El señor Lehmann	"Letra mayúscula suelta entre dos oraciones. Es ruido de escaneo: la oración anterior termina en punto y la siguiente empieza con mayúscula y sentido completo, así que la letra no pertenece a ninguna de las dos. Medido: 17 casos en 17 filas, con las letras V, H, L, U, A, M, Y, B. Se revisaron uno por uno; el único que NO es residuo es RPM-2007-01-11:1055:1 (""prolongado. A SU juicio""), donde la A abre la oración legítimamente y el defecto es ""SU"" en mayúscula, que se trata aparte."
RPM-2009-12-15:2839:2	2009-12-15	Consejo del Banco Central de Chile	1	SIMBOLO_SUELTO	movimientos mixtos. Y Sesión N° 147 15.12.09 22.- En el plano	movimientos mixtos. En el plano	"Letra suelta ""Y"" mas el encabezado de pagina ""Sesión N° 147 15.12.09 22.-"" incrustado entre dos oraciones. Ambos son residuos de la fuente: las dos oraciones quedan completas sin ellos."
RPM-2009-12-15:2839:2	2009-12-15	Consejo del Banco Central de Chile	2	PALABRA_PARTIDA	147-01-091215-T asa de Política Mon	147-01-091215-Tasa de Política Mon	Palabra partida en dos por un espacio espurio del OCR. Detectado por pasada transversal sobre las 9.723 filas: la palabra junta aparece 1568 veces en el corpus y ninguna de las dos mitades por separado es una palabra corriente, así que el espacio no puede ser real. Tipo PALABRA_PARTIDA.
RPM-2010-02-11:2951:1	2010-02-11	Manuel Marfán Lewis	1	LETRA_CONFUNDIDA	s chilenos que llevan ai movimiento del tipo d	s chilenos que llevan al movimiento del tipo d	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2010-04-15:3073:1	2010-04-15	Sebastián Claro Edwards	1	LETRA_CONFUNDIDA	miento bastante menor ai esperado, indicando q	miento bastante menor al esperado, indicando q	"""ai"" por ""al"": la l se leyo como i. Medido en toda la salida: 26 apariciones de la palabra suelta ""ai"" en 26 filas, y ""ai"" no es una palabra del español. En cambio ""al"" aparece miles de veces y ""al alza"" 1.405 contra 3 de ""ai alza"". Se revisaron una por una las 26 apariciones y en todas el contexto exige ""al"" (""asociadas ai sector exportador"", ""converge ai mismo nivel"", ""autorizó ai Banco Central"", ""mayor ai previsto"", ""Agrega que, ai respecto"", ""superior ai 9,5%""). No hay ninguna fila en que ""ai"" sea otra cosa."
RPM-2010-05-13:3082:2	2010-05-13	Claudio Soto Gamboa	1	LETRA_CONFUNDIDA	de inversión y de Consesus Forecasts. Hace l	de inversión y de Consensus Forecasts. Hace l	"Consesus por Consensus: falta una n. Medido: ""Consensus"" aparece 127 veces en 99 filas y ""Consesus"" 8 veces en 6, siempre en el nombre propio ""Consensus Forecast"". No hay lectura alternativa."
